time,RASIS,,,LASIS,,,RPSIS,,,LPSIS,,,,static,RASIS,,,LASIS,,,RPSIS,,,LPSIS,,,RGT,,,LGT,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2.43836,12.8568,29.0496,90.4268,33.2219,42.8418,82.1367,11.0188,46.623,93.7868,18.6941,51.9153,91.9975,,,,,,,,,,,,,,,,,,,,
2.44034,12.8473,29.07,90.4089,33.2122,42.8677,82.1164,11.0141,46.6453,93.7713,18.6855,51.9374,91.9864,,,,,,,,,,,,,,,,,,,,
2.44231,12.8371,29.0934,90.3901,33.2015,42.8934,82.0966,11.0087,46.6682,93.7552,18.6784,51.9605,91.974,,,,,,,,,,,,,,,,,,,,
2.44429,12.8251,29.1248,90.3692,33.1884,42.9181,82.0782,11.0013,46.6925,93.7377,18.6753,51.9864,91.9584,,,,,,,,,,,,,,,,,,,,
2.44627,12.8155,29.1513,90.3468,33.173,42.9464,82.0593,10.9943,46.7178,93.7207,18.6714,52.0128,91.9438,,,,,,,,,,,,,,,,,,,,
2.44825,12.8123,29.1642,90.32,33.1518,42.9845,82.0394,10.9885,46.7462,93.705,18.6657,52.0401,91.9319,,,,,,,,,,,,,,,,,,,,
2.45022,12.8059,29.1793,90.2945,33.1328,43.021,82.0203,10.9829,46.7745,93.6893,18.6598,52.0742,91.9198,,,,,,,,,,,,,,,,,,,,
2.4522,12.791,29.2005,90.2722,33.1198,43.0532,82.0034,10.9781,46.8026,93.6732,18.653,52.1263,91.9068,,,,,,,,,,,,,,,,,,,,
2.45418,12.7769,29.2245,90.2495,33.1057,43.0855,81.9829,10.9738,46.8302,93.6583,18.646,52.172,91.8935,,,,,,,,,,,,,,,,,,,,
2.45616,12.7649,29.2562,90.2256,33.0884,43.1182,81.9521,10.9704,46.8565,93.6467,18.6383,52.2004,91.8793,,,,,,,,,,,,,,,,,,,,
2.45813,12.7547,29.2859,90.2034,33.0707,43.1504,81.9247,10.9657,46.8827,93.6351,18.6307,52.2293,91.8648,,,,,,,,,,,,,,,,,,,,
2.46011,12.7495,29.3103,90.186,33.0521,43.1813,81.9066,10.9573,46.9088,93.6232,18.6231,52.2598,91.8495,,,,,,,,,,,,,,,,,,,,
2.46209,12.7435,29.336,90.1676,33.0346,43.2121,81.8868,10.9495,46.9362,93.611,18.615,52.2905,91.8307,,,,,,,,,,,,,,,,,,,,
2.46407,12.7352,29.365,90.1467,33.0204,43.2431,81.8623,10.9432,46.967,93.598,18.6054,52.3215,91.8025,,,,,,,,,,,,,,,,,,,,
2.46604,12.7273,29.3947,90.1264,33.0058,43.2758,81.8379,10.9366,46.9973,93.5846,18.5966,52.353,91.7779,,,,,,,,,,,,,,,,,,,,
2.46802,12.7209,29.4264,90.1079,32.99,43.3133,81.8136,10.9291,47.0264,93.57,18.5902,52.3858,91.7633,,,,,,,,,,,,,,,,,,,,
2.47,12.7143,29.4598,90.0888,32.9744,43.3507,81.7904,10.9211,47.0552,93.5552,18.5838,52.4176,91.749,,,,,,,,,,,,,,,,,,,,
2.47198,12.7068,29.4979,90.0682,32.959,43.3875,81.7699,10.9116,47.0834,93.54,18.5773,52.4464,91.7359,,,,,,,,,,,,,,,,,,,,
2.47395,12.6998,29.5343,90.0481,32.9434,43.4242,81.749,10.9018,47.1126,93.5238,18.57,52.4752,91.7216,,,,,,,,,,,,,,,,,,,,
2.47593,12.6938,29.5657,90.0297,32.9274,43.4607,81.7268,10.8911,47.1445,93.5051,18.5605,52.5035,91.7044,,,,,,,,,,,,,,,,,,,,
2.47791,12.6873,29.5973,90.0085,32.9113,43.4975,81.704,10.8809,47.1755,93.4873,18.5509,52.5316,91.6865,,,,,,,,,,,,,,,,,,,,
2.47989,12.6791,29.6294,89.9795,32.8953,43.5353,81.6795,10.8723,47.2037,93.472,18.541,52.5592,91.6669,,,,,,,,,,,,,,,,,,,,
2.48186,12.6707,29.6605,89.9515,32.8798,43.5738,81.6557,10.8635,47.2319,93.4562,18.53,52.5871,91.646,,,,,,,,,,,,,,,,,,,,
2.48384,12.6618,29.6883,89.9264,32.8658,43.6145,81.6337,10.8544,47.2602,93.4391,18.5159,52.616,91.6213,,,,,,,,,,,,,,,,,,,,
2.48582,12.6542,29.7183,89.9014,32.8509,43.6537,81.6114,10.8452,47.2892,93.4232,18.5021,52.6463,91.599,,,,,,,,,,,,,,,,,,,,
2.4878,12.6507,29.7544,89.8767,32.8336,43.6885,81.5884,10.8354,47.3204,93.4106,18.4895,52.6802,91.5831,,,,,,,,,,,,,,,,,,,,
2.48977,12.6468,29.7885,89.8532,32.8154,43.7227,81.5642,10.8266,47.3514,93.3986,18.4774,52.7138,91.5673,,,,,,,,,,,,,,,,,,,,
2.49175,12.6421,29.8169,89.8335,32.7947,43.7552,81.5363,10.8203,47.382,93.3881,18.4668,52.7461,91.552,,,,,,,,,,,,,,,,,,,,
2.49373,12.6368,29.8462,89.8127,32.7758,43.7916,81.5074,10.8123,47.4124,93.3768,18.4552,52.7784,91.5372,,,,,,,,,,,,,,,,,,,,
2.49571,12.6296,29.878,89.7889,32.7619,43.8396,81.4757,10.7992,47.4421,93.3633,18.4408,52.8105,91.5238,,,,,,,,,,,,,,,,,,,,
2.49768,12.6229,29.9105,89.7657,32.7474,43.8878,81.4463,10.7872,47.4728,93.3486,18.4264,52.843,91.5099,,,,,,,,,,,,,,,,,,,,
2.49966,12.6173,29.9453,89.7439,32.7312,43.9366,81.4234,10.7788,47.5064,93.3301,18.4116,52.8762,91.495,,,,,,,,,,,,,,,,,,,,
2.50164,12.6116,29.9812,89.7205,32.7145,43.9847,81.4016,10.7696,47.5405,93.3122,18.3975,52.9092,91.4794,,,,,,,,,,,,,,,,,,,,
2.50362,12.6057,30.0201,89.6924,32.6965,44.0312,81.3834,10.7582,47.5763,93.2958,18.3853,52.9413,91.4623,,,,,,,,,,,,,,,,,,,,
2.5056,12.6008,30.0566,89.6647,32.6788,44.0783,81.3623,10.7461,47.6124,93.2789,18.3725,52.9748,91.4406,,,,,,,,,,,,,,,,,,,,
2.50757,12.5992,30.0855,89.6383,32.6617,44.1271,81.3327,10.7321,47.6494,93.2603,18.358,53.0126,91.4054,,,,,,,,,,,,,,,,,,,,
2.50955,12.596,30.1174,89.6114,32.6434,44.1785,81.3045,10.7181,47.6868,93.2422,18.3437,53.0505,91.3742,,,,,,,,,,,,,,,,,,,,
2.51153,12.5882,30.1576,89.5831,32.6213,44.2372,81.2809,10.7041,47.7255,93.2258,18.3296,53.0885,91.3549,,,,,,,,,,,,,,,,,,,,
2.51351,12.5809,30.1934,89.5531,32.5987,44.2939,81.256,10.6911,47.7628,93.208,18.3151,53.1263,91.3358,,,,,,,,,,,,,,,,,,,,
2.51548,12.5751,30.2154,89.518,32.575,44.3443,81.2269,10.6807,47.7961,93.1863,18.2994,53.1634,91.3169,,,,,,,,,,,,,,,,,,,,
2.51746,12.5701,30.2416,89.4879,32.5524,44.3953,81.1987,10.6694,47.83,93.166,18.283,53.2006,91.2984,,,,,,,,,,,,,,,,,,,,
2.51944,12.5679,30.2802,89.4727,32.5331,44.4484,81.173,10.6556,47.8659,93.1498,18.2644,53.2378,91.2809,,,,,,,,,,,,,,,,,,,,
2.52142,12.5648,30.3153,89.4554,32.5137,44.5024,81.148,10.6419,47.9014,93.1332,18.2457,53.2761,91.2633,,,,,,,,,,,,,,,,,,,,
2.52339,12.5596,30.3398,89.432,32.4942,44.5589,81.1247,10.6286,47.9355,93.1152,18.2262,53.3176,91.2453,,,,,,,,,,,,,,,,,,,,
2.52537,12.556,30.3682,89.407,32.475,44.6158,81.1011,10.6144,47.9707,93.0982,18.2069,53.359,91.2271,,,,,,,,,,,,,,,,,,,,
2.52735,12.5579,30.4087,89.3771,32.4565,44.6737,81.0766,10.598,48.009,93.0844,18.188,53.4002,91.2084,,,,,,,,,,,,,,,,,,,,
2.52933,12.5586,30.4499,89.3472,32.4385,44.7331,81.0514,10.5831,48.0462,93.0699,18.1692,53.4411,91.1899,,,,,,,,,,,,,,,,,,,,
2.5313,12.5558,30.4934,89.3172,32.4218,44.7965,81.024,10.5731,48.08,93.0528,18.1504,53.4808,91.1722,,,,,,,,,,,,,,,,,,,,
2.53328,12.5523,30.5365,89.2873,32.4037,44.8587,80.9972,10.5616,48.1144,93.0349,18.1317,53.5208,91.1543,,,,,,,,,,,,,,,,,,,,
2.53526,12.5469,30.5784,89.258,32.3811,44.9172,80.9722,10.5456,48.1509,93.0145,18.113,53.5613,91.1357,,,,,,,,,,,,,,,,,,,,
2.53724,12.5425,30.6178,89.2298,32.3591,44.9771,80.9469,10.5298,48.1865,92.9941,18.0931,53.6034,91.1161,,,,,,,,,,,,,,,,,,,,
2.53921,12.5415,30.6496,89.2047,32.3388,45.0415,80.9209,10.5143,48.2195,92.974,18.0694,53.6506,91.0936,,,,,,,,,,,,,,,,,,,,
2.54119,12.5405,30.6822,89.1805,32.3186,45.104,80.8957,10.4984,48.2532,92.9526,18.0451,53.6978,91.0702,,,,,,,,,,,,,,,,,,,,
2.54317,12.5396,30.7174,89.1589,32.2987,45.1607,80.8732,10.4811,48.289,92.9274,18.0184,53.7446,91.0442,,,,,,,,,,,,,,,,,,,,
2.54515,12.5388,30.7526,89.1382,32.2794,45.2187,80.8498,10.4633,48.3244,92.9042,17.9931,53.7909,91.0198,,,,,,,,,,,,,,,,,,,,
2.54712,12.5385,30.7876,89.1209,32.2626,45.2802,80.8237,10.4435,48.3587,92.887,17.9716,53.8355,91.0003,,,,,,,,,,,,,,,,,,,,
2.5491,12.5376,30.8247,89.1018,32.2437,45.3423,80.7968,10.4248,48.3937,92.8713,17.9499,53.8797,90.9827,,,,,,,,,,,,,,,,,,,,
2.55108,12.5346,30.8687,89.0775,32.2188,45.406,80.7673,10.4091,48.431,92.8606,17.9277,53.9228,90.9709,,,,,,,,,,,,,,,,,,,,
2.55306,12.533,30.9136,89.053,32.1955,45.4702,80.739,10.3936,48.4687,92.847,17.9049,53.9676,90.9567,,,,,,,,,,,,,,,,,,,,
2.55503,12.5358,30.9614,89.0284,32.1776,45.5361,80.7149,10.3784,48.5078,92.8242,17.8809,54.0174,90.9345,,,,,,,,,,,,,,,,,,,,
2.55701,12.5367,31.0083,89.004,32.1588,45.603,80.6906,10.3674,48.5488,92.802,17.856,54.0663,90.9112,,,,,,,,,,,,,,,,,,,,
2.55899,12.532,31.0521,88.9805,32.1369,45.6731,80.6661,10.3697,48.5961,92.7814,17.8286,54.112,90.8841,,,,,,,,,,,,,,,,,,,,
2.56097,12.5288,31.0937,88.9552,32.1161,45.7429,80.6415,10.3671,48.6426,92.759,17.8014,54.1576,90.8587,,,,,,,,,,,,,,,,,,,,
2.56295,12.5305,31.1283,88.9246,32.0991,45.8121,80.6171,10.348,48.6864,92.7305,17.7745,54.2032,90.839,,,,,,,,,,,,,,,,,,,,
2.56492,12.5312,31.1662,88.8931,32.0812,45.8842,80.5943,10.3284,48.7299,92.7053,17.7488,54.2501,90.8195,,,,,,,,,,,,,,,,,,,,
2.5669,12.5291,31.2148,88.8592,32.0603,45.9655,80.5768,10.3069,48.7729,92.6909,17.7271,54.3009,90.8011,,,,,,,,,,,,,,,,,,,,
2.56888,12.5264,31.2632,88.8242,32.0392,46.0439,80.5564,10.2856,48.8151,92.6768,17.7033,54.3507,90.783,,,,,,,,,,,,,,,,,,,,
2.57086,12.5218,31.3108,88.7859,32.0173,46.1123,80.5269,10.2655,48.8546,92.6633,17.6729,54.3975,90.7663,,,,,,,,,,,,,,,,,,,,
2.57283,12.519,31.3582,88.7507,31.9948,46.1818,80.4995,10.2444,48.8939,92.648,17.6422,54.4452,90.747,,,,,,,,,,,,,,,,,,,,
2.57481,12.5221,31.4051,88.7256,31.9702,46.2553,80.4792,10.2203,48.9327,92.6264,17.6102,54.4958,90.7189,,,,,,,,,,,,,,,,,,,,
2.57679,12.5258,31.4503,88.6989,31.9457,46.3297,80.4578,10.196,48.973,92.6029,17.5791,54.5473,90.6915,,,,,,,,,,,,,,,,,,,,
2.57877,12.5316,31.4901,88.667,31.9214,46.407,80.4329,10.1708,49.018,92.5726,17.5509,54.6017,90.6665,,,,,,,,,,,,,,,,,,,,
2.58074,12.5372,31.5311,88.6356,31.8973,46.4841,80.4074,10.1461,49.0612,92.5445,17.5219,54.6559,90.6421,,,,,,,,,,,,,,,,,,,,
2.58272,12.5423,31.576,88.6055,31.874,46.5606,80.3798,10.1232,49.0984,92.5235,17.4902,54.7098,90.6197,,,,,,,,,,,,,,,,,,,,
2.5847,12.5475,31.6208,88.5757,31.8503,46.6371,80.354,10.101,49.1366,92.5006,17.4588,54.7628,90.5978,,,,,,,,,,,,,,,,,,,,
2.58668,12.5534,31.6653,88.5468,31.8253,46.7141,80.3341,10.081,49.1779,92.4715,17.4282,54.8131,90.5775,,,,,,,,,,,,,,,,,,,,
2.58865,12.5592,31.7107,88.5178,31.8014,46.7915,80.314,10.0594,49.2198,92.4433,17.3967,54.8646,90.5573,,,,,,,,,,,,,,,,,,,,
2.59063,12.5648,31.7593,88.4887,31.7818,46.8703,80.2932,10.0323,49.2643,92.4181,17.3622,54.9202,90.537,,,,,,,,,,,,,,,,,,,,
2.59261,12.5704,31.8076,88.4584,31.761,46.9493,80.2732,10.0058,49.3087,92.3936,17.328,54.9753,90.5163,,,,,,,,,,,,,,,,,,,,
2.59459,12.5757,31.8552,88.4237,31.736,47.029,80.2561,9.98128,49.3534,92.372,17.2945,55.0284,90.4942,,,,,,,,,,,,,,,,,,,,
2.59656,12.5811,31.9023,88.3902,31.7114,47.1089,80.2379,9.95622,49.397,92.3501,17.2606,55.0823,90.4732,,,,,,,,,,,,,,,,,,,,
2.59854,12.5867,31.948,88.3605,31.688,47.1895,80.2158,9.92927,49.4372,92.3269,17.2254,55.1393,90.4563,,,,,,,,,,,,,,,,,,,,
2.60052,12.592,31.9939,88.3317,31.6637,47.2705,80.1913,9.90211,49.4778,92.3029,17.1894,55.1963,90.4359,,,,,,,,,,,,,,,,,,,,
2.6025,12.5962,32.0404,88.3056,31.6361,47.3534,80.1586,9.87419,49.5199,92.2755,17.1512,55.2534,90.4038,,,,,,,,,,,,,,,,,,,,
2.60447,12.602,32.0876,88.2794,31.6092,47.4371,80.1291,9.84547,49.5631,92.2477,17.1122,55.3099,90.3741,,,,,,,,,,,,,,,,,,,,
2.60645,12.6132,32.1373,88.2528,31.585,47.5238,80.1105,9.8139,49.6105,92.2181,17.0706,55.3643,90.3526,,,,,,,,,,,,,,,,,,,,
2.60843,12.6244,32.188,88.2263,31.5605,47.6106,80.0923,9.78279,49.6566,92.1897,17.0292,55.4143,90.3297,,,,,,,,,,,,,,,,,,,,
2.61041,12.6351,32.2421,88.1999,31.5355,47.6973,80.0751,9.75329,49.6986,92.1658,16.9889,55.4493,90.3021,,,,,,,,,,,,,,,,,,,,
2.61238,12.6451,32.2947,88.175,31.5101,47.7846,80.0577,9.71624,49.738,92.1407,16.9475,55.4861,90.2709,,,,,,,,,,,,,,,,,,,,
2.61436,12.6522,32.3424,88.1557,31.4836,47.8739,80.0393,9.65255,49.7688,92.1116,16.9021,55.5294,90.2273,,,,,,,,,,,,,,,,,,,,
2.61634,12.6601,32.3903,88.1348,31.4563,47.9671,80.025,9.59602,49.8028,92.0818,16.8575,55.5757,90.1865,,,,,,,,,,,,,,,,,,,,
2.61832,12.6704,32.4393,88.1082,31.4264,48.0746,80.025,9.56487,49.8478,92.0493,16.8162,55.633,90.1556,,,,,,,,,,,,,,,,,,,,
2.62029,12.6806,32.4884,88.0819,31.397,48.1794,80.0212,9.53318,49.8939,92.0174,16.7741,55.6912,90.1268,,,,,,,,,,,,,,,,,,,,
2.62227,12.6903,32.5379,88.0563,31.369,48.2744,80.0039,9.49956,49.9434,91.9878,16.7289,55.7523,90.1056,,,,,,,,,,,,,,,,,,,,
2.62425,12.7005,32.5884,88.031,31.3416,48.3698,79.9877,9.46561,49.9913,91.9585,16.6845,55.8125,90.0847,,,,,,,,,,,,,,,,,,,,
2.62623,12.7121,32.6429,88.0066,31.3164,48.4666,79.9757,9.43047,50.0332,91.93,16.6431,55.87,90.0651,,,,,,,,,,,,,,,,,,,,
2.62821,12.7235,32.6968,87.9809,31.2919,48.5645,79.9654,9.39454,50.0747,91.9031,16.6005,55.9283,90.0436,,,,,,,,,,,,,,,,,,,,
2.63018,12.7344,32.7483,87.9506,31.2705,48.6667,79.9612,9.35575,50.1143,91.8825,16.5539,55.9895,90.0155,,,,,,,,,,,,,,,,,,,,
2.63216,12.7455,32.7992,87.9215,31.2467,48.7676,79.9538,9.31788,50.1556,91.861,16.5082,56.0509,89.9881,,,,,,,,,,,,,,,,,,,,
2.63414,12.7572,32.8477,87.8964,31.2145,48.8639,79.9345,9.28335,50.2028,91.8366,16.4656,56.1132,89.9639,,,,,,,,,,,,,,,,,,,,
2.63612,12.7693,32.8976,87.8716,31.1832,48.9618,79.9147,9.24922,50.2498,91.8097,16.4217,56.1752,89.9397,,,,,,,,,,,,,,,,,,,,
2.63809,12.7827,32.9522,87.8475,31.1552,49.0655,79.8932,9.21658,50.296,91.7739,16.3726,56.2361,89.9156,,,,,,,,,,,,,,,,,,,,
2.64007,12.7973,33.007,87.8234,31.1266,49.1687,79.8745,9.18418,50.3427,91.7386,16.3225,56.2969,89.8917,,,,,,,,,,,,,,,,,,,,
2.64205,12.8162,33.0626,87.7991,31.0959,49.27,79.8664,9.15273,50.3913,91.7056,16.269,56.3571,89.868,,,,,,,,,,,,,,,,,,,,
2.64403,12.8348,33.1177,87.7744,31.0652,49.371,79.8577,9.12176,50.4405,91.6729,16.2162,56.4183,89.8431,,,,,,,,,,,,,,,,,,,,
2.646,12.8519,33.1712,87.7482,31.0342,49.4712,79.8468,9.09264,50.4923,91.6419,16.1661,56.4832,89.8135,,,,,,,,,,,,,,,,,,,,
2.64798,12.869,33.224,87.7227,31.0029,49.572,79.8361,9.06087,50.5422,91.612,16.1161,56.5483,89.7848,,,,,,,,,,,,,,,,,,,,
2.64996,12.8862,33.274,87.6997,30.9706,49.6752,79.826,9.01917,50.5853,91.5862,16.0664,56.6137,89.7596,,,,,,,,,,,,,,,,,,,,
2.65194,12.904,33.3247,87.6764,30.9387,49.7799,79.8149,8.97871,50.6289,91.5596,16.0168,56.6792,89.7325,,,,,,,,,,,,,,,,,,,,
2.65391,12.9244,33.3786,87.6522,30.9087,49.8901,79.7999,8.94292,50.6751,91.5306,15.9675,56.745,89.6985,,,,,,,,,,,,,,,,,,,,
2.65589,12.9442,33.4327,87.6293,30.8783,50.0014,79.7872,8.90681,50.7214,91.5,15.9171,56.8113,89.6666,,,,,,,,,,,,,,,,,,,,
2.65787,12.9619,33.488,87.6115,30.8463,50.1169,79.7837,8.86944,50.7688,91.463,15.8625,56.8799,89.6428,,,,,,,,,,,,,,,,,,,,
2.65985,12.9805,33.5428,87.5928,30.8144,50.2309,79.7799,8.83221,50.8153,91.4278,15.807,56.948,89.6182,,,,,,,,,,,,,,,,,,,,
2.66182,13.0024,33.5956,87.5709,30.783,50.339,79.7751,8.79549,50.8582,91.399,15.7486,57.0139,89.5904,,,,,,,,,,,,,,,,,,,,
2.6638,13.0246,33.6484,87.5478,30.7517,50.4474,79.7692,8.75934,50.9011,91.3706,15.6906,57.0814,89.5629,,,,,,,,,,,,,,,,,,,,
2.66578,13.0481,33.7013,87.5198,30.7204,50.557,79.7589,8.7254,50.9446,91.3434,15.6339,57.1555,89.5363,,,,,,,,,,,,,,,,,,,,
2.66776,13.0722,33.7539,87.4935,30.6891,50.6682,79.748,8.69046,50.9874,91.3147,15.5779,57.2269,89.51,,,,,,,,,,,,,,,,,,,,
2.66973,13.0983,33.8051,87.4734,30.6581,50.7857,79.7344,8.65165,51.0276,91.2805,15.524,57.2884,89.4843,,,,,,,,,,,,,,,,,,,,
2.67171,13.1237,33.8564,87.4547,30.6267,50.9033,79.7206,8.61469,51.0697,91.2457,15.4691,57.3502,89.4579,,,,,,,,,,,,,,,,,,,,
2.67369,13.1457,33.9083,87.4412,30.5937,51.0214,79.7056,8.58501,51.1194,91.2087,15.4105,57.413,89.4288,,,,,,,,,,,,,,,,,,,,
2.67567,13.1695,33.96,87.4241,30.5606,51.1389,79.6915,8.55301,51.1668,91.1727,15.3518,57.4757,89.3996,,,,,,,,,,,,,,,,,,,,
2.67764,13.2001,34.0114,87.3928,30.5276,51.2544,79.681,8.51187,51.2048,91.1408,15.2926,57.5377,89.3698,,,,,,,,,,,,,,,,,,,,
2.67962,13.2314,34.0633,87.362,30.495,51.3716,79.6724,8.47134,51.2428,91.11,15.2334,57.6004,89.3397,,,,,,,,,,,,,,,,,,,,
2.6816,13.2654,34.1172,87.3331,30.4641,51.4958,79.6712,8.43326,51.2807,91.0835,15.1746,57.6653,89.3086,,,,,,,,,,,,,,,,,,,,
2.68358,13.2985,34.1707,87.3069,30.4312,51.6183,79.6681,8.39565,51.3186,91.0558,15.1145,57.73,89.2769,,,,,,,,,,,,,,,,,,,,
2.68556,13.3282,34.2227,87.2916,30.3907,51.7339,79.6573,8.35989,51.3561,91.0232,15.0497,57.7935,89.2429,,,,,,,,,,,,,,,,,,,,
2.68753,13.3588,34.2739,87.2746,30.3507,51.8506,79.6448,8.32464,51.3949,90.9907,14.9853,57.8573,89.2102,,,,,,,,,,,,,,,,,,,,
2.68951,13.3931,34.3215,87.2507,30.3129,51.9717,79.6254,8.29149,51.4384,90.9588,14.9228,57.9224,89.1823,,,,,,,,,,,,,,,,,,,,
2.69149,13.4266,34.3649,87.2289,30.2755,52.0925,79.6076,8.25789,51.48,90.9271,14.8601,57.9863,89.1545,,,,,,,,,,,,,,,,,,,,
2.69347,13.4564,34.3908,87.2161,30.2393,52.2123,79.5969,8.22245,51.5142,90.8959,14.7967,58.0449,89.1273,,,,,,,,,,,,,,,,,,,,
2.69544,13.4877,34.4213,87.2006,30.2029,52.3334,79.5867,8.18743,51.5486,90.8654,14.7328,58.1036,89.0996,,,,,,,,,,,,,,,,,,,,
2.69742,13.5249,34.4701,87.1737,30.1661,52.4601,79.5784,8.15404,51.5844,90.8376,14.6669,58.163,89.0696,,,,,,,,,,,,,,,,,,,,
2.6994,13.5624,34.5181,87.1489,30.1304,52.5879,79.5707,8.12153,51.62,90.8086,14.601,58.2235,89.039,,,,,,,,,,,,,,,,,,,,
2.70138,13.601,34.5625,87.1333,30.1,52.7208,79.5652,8.0926,51.6546,90.7744,14.5352,58.2885,89.0059,,,,,,,,,,,,,,,,,,,,
2.70335,13.6409,34.6073,87.1171,30.0682,52.8519,79.5575,8.0629,51.689,90.7414,14.4699,58.3525,88.9755,,,,,,,,,,,,,,,,,,,,
2.70533,13.6863,34.6533,87.0984,30.0308,52.9758,79.5412,8.02993,51.7227,90.7137,14.4062,58.4124,88.9557,,,,,,,,,,,,,,,,,,,,
2.70731,13.7309,34.7004,87.0785,29.9919,53.1005,79.5261,7.99687,51.7559,90.6859,14.3419,58.4724,88.9339,,,,,,,,,,,,,,,,,,,,
2.70929,13.7724,34.7514,87.0539,29.9468,53.2286,79.5161,7.9634,51.7871,90.6576,14.2752,58.533,88.9028,,,,,,,,,,,,,,,,,,,,
2.71126,13.8145,34.8026,87.0297,29.9034,53.3578,79.5046,7.93064,51.8184,90.6285,14.207,58.5927,88.872,,,,,,,,,,,,,,,,,,,,
2.71324,13.8595,34.854,87.0067,29.8673,53.4915,79.4862,7.90084,51.8501,90.5961,14.1325,58.6484,88.8421,,,,,,,,,,,,,,,,,,,,
2.71522,13.9046,34.9042,86.9844,29.8305,53.6238,79.4694,7.87045,51.8804,90.5647,14.0601,58.7056,88.8117,,,,,,,,,,,,,,,,,,,,
2.7172,13.9504,34.9488,86.9651,29.7914,53.75,79.4596,7.83753,51.9047,90.5372,13.9965,58.769,88.7787,,,,,,,,,,,,,,,,,,,,
2.71917,13.9975,34.9939,86.9458,29.7504,53.8777,79.4511,7.80486,51.9281,90.5104,13.932,58.8304,88.7478,,,,,,,,,,,,,,,,,,,,
2.72115,14.0509,35.0414,86.9268,29.7013,54.0118,79.4477,7.77327,51.9471,90.4861,13.8639,58.8835,88.7262,,,,,,,,,,,,,,,,,,,,
2.72313,14.1041,35.089,86.9074,29.6535,54.1453,79.4421,7.74132,51.967,90.4627,13.7949,58.936,88.703,,,,,,,,,,,,,,,,,,,,
2.72511,14.157,35.1377,86.8864,29.6114,54.2762,79.4266,7.70779,51.9906,90.4428,13.722,58.9863,88.6734,,,,,,,,,,,,,,,,,,,,
2.72708,14.2106,35.1866,86.8654,29.5694,54.4075,79.4114,7.67486,52.0147,90.4212,13.6498,59.0372,88.6444,,,,,,,,,,,,,,,,,,,,
2.72906,14.2675,35.2366,86.8445,29.5281,54.5406,79.3976,7.64459,52.0418,90.3923,13.5804,59.091,88.6175,,,,,,,,,,,,,,,,,,,,
2.73104,14.3247,35.2867,86.8242,29.4858,54.672,79.3848,7.61523,52.0683,90.3643,13.5104,59.1447,88.5897,,,,,,,,,,,,,,,,,,,,
2.73302,14.3829,35.337,86.8061,29.4395,54.7964,79.3767,7.58985,52.0929,90.3411,13.4383,59.1978,88.5578,,,,,,,,,,,,,,,,,,,,
2.73499,14.4407,35.3849,86.7877,29.3931,54.9241,79.3678,7.56319,52.1163,90.3163,13.3658,59.2496,88.5269,,,,,,,,,,,,,,,,,,,,
2.73697,14.4968,35.4224,86.7672,29.3464,55.0672,79.3557,7.53084,52.1345,90.2846,13.2919,59.2956,88.5005,,,,,,,,,,,,,,,,,,,,
2.73895,14.5543,35.4608,86.747,29.299,55.2092,79.3455,7.49914,52.153,90.254,13.2185,59.3423,88.4753,,,,,,,,,,,,,,,,,,,,
2.74093,14.6178,35.5038,86.728,29.2488,55.3461,79.3444,7.47035,52.1731,90.2288,13.147,59.392,88.4557,,,,,,,,,,,,,,,,,,,,
2.74291,14.6817,35.5474,86.7089,29.1996,55.4828,79.3417,7.44172,52.1925,90.2042,13.0745,59.4409,88.4359,,,,,,,,,,,,,,,,,,,,
2.74488,14.7477,35.594,86.6896,29.1558,55.6182,79.3319,7.41382,52.2093,90.1825,12.9978,59.4861,88.4149,,,,,,,,,,,,,,,,,,,,
2.74686,14.8141,35.6411,86.6704,29.1092,55.7544,79.3228,7.38681,52.2234,90.1602,12.921,59.53,88.3934,,,,,,,,,,,,,,,,,,,,
2.74884,14.8828,35.69,86.6521,29.0503,55.8939,79.3166,7.36381,52.2252,90.1347,12.8434,59.5682,88.3691,,,,,,,,,,,,,,,,,,,,
2.75082,14.9508,35.7383,86.6345,28.992,56.0331,79.3101,7.33636,52.2254,90.1109,12.7666,59.6073,88.3454,,,,,,,,,,,,,,,,,,,,
2.75279,15.0156,35.7844,86.6197,28.9367,56.1707,79.3032,7.28863,52.2179,90.0943,12.6935,59.6503,88.3243,,,,,,,,,,,,,,,,,,,,
2.75477,15.0817,35.8303,86.6028,28.8837,56.308,79.2966,7.24334,52.2115,90.0773,12.6201,59.6931,88.3022,,,,,,,,,,,,,,,,,,,,
2.75675,15.1542,35.8761,86.5757,28.842,56.4431,79.2919,7.20927,52.2101,90.0584,12.5452,59.7355,88.2754,,,,,,,,,,,,,,,,,,,,
2.75873,15.2271,35.922,86.5501,28.798,56.578,79.2879,7.17622,52.21,90.0386,12.469,59.7763,88.25,,,,,,,,,,,,,,,,,,,,
2.7607,15.3018,35.9689,86.5315,28.7441,56.7117,79.2876,7.1479,52.2153,90.0146,12.3867,59.8097,88.2308,,,,,,,,,,,,,,,,,,,,
2.76268,15.3768,36.0154,86.5126,28.69,56.8453,79.2859,7.11987,52.219,89.9911,12.3052,59.8429,88.2121,,,,,,,,,,,,,,,,,,,,
