Frame,Event,Time (s),Club:CH,,,,,,
,,,X,Y,Z,,,,
1139,,0.068,-21.0,179.8,170.5,,,,
1140,,0.069,-22.7,177.9,172.8,,,,
1141,,0.07,-24.4,176.0,175.0,,,,
1142,,0.071,-26.0,174.0,177.2,,,,
1143,,0.072,-27.6,172.0,179.4,,,,
1144,,0.073,-29.1,169.9,181.5,,,,
1145,,0.074,-30.6,167.8,183.6,,,,
1146,,0.075,-32.0,165.6,185.6,,,,
1147,,0.076,-33.4,163.5,187.6,,,,
1148,,0.077,-34.7,161.2,189.6,,,,
1149,,0.078,-36.0,159.0,191.5,,,,
1150,,0.079,-37.2,156.7,193.3,,,,
1151,,0.08,-38.3,154.4,195.1,,,,
1152,,0.081,-39.5,152.0,196.9,,,,
1153,,0.082,-40.5,149.7,198.6,,,,
1154,,0.083,-41.5,147.3,200.2,,,,
1155,,0.084,-42.5,144.9,201.9,,,,
1156,,0.085,-43.4,142.4,203.4,,,,
1157,,0.086,-44.3,140.0,205.0,,,,
1158,,0.087,-45.1,137.5,206.4,,,,
1159,,0.088,-45.8,135.1,207.9,,,,
1160,,0.089,-46.6,132.6,209.3,,,,
1161,,0.09,-47.2,130.1,210.6,,,,
1162,,0.091,-47.9,127.6,211.9,,,,
1163,,0.092,-48.4,125.1,213.2,,,,
1164,,0.093,-49.0,122.6,214.4,,,,
1165,,0.094,-49.5,120.1,215.6,,,,
1166,,0.095,-49.9,117.6,216.7,,,,
1167,,0.096,-50.3,115.2,217.8,,,,
1168,,0.097,-50.7,112.7,218.9,,,,
1169,,0.098,-51.0,110.2,219.9,,,,
1170,LF,0.099,-51.2,107.8,220.9,,,,
1171,,0.1,-51.5,105.3,221.9,,,,
1172,,0.101,-51.7,102.9,222.8,,,,
1173,,0.102,-51.8,100.4,223.7,,,,
1174,,0.103,-51.9,98.0,224.5,,,,
1175,,0.104,-52.0,95.6,225.4,,,,
1176,,0.105,-52.1,93.2,226.1,,,,
1177,,0.106,-52.1,90.8,226.9,,,,
1178,,0.107,-52.0,88.4,227.6,,,,
1179,,0.108,-52.0,86.1,228.3,,,,
1180,,0.109,-51.9,83.7,229.0,,,,
1181,,0.11,-51.8,81.4,229.6,,,,
1182,,0.111,-51.6,79.1,230.3,,,,
1183,,0.112,-51.4,76.8,230.9,,,,
1184,,0.113,-51.2,74.5,231.4,,,,
1185,,0.114,-51.0,72.2,232.0,,,,
1186,,0.115,-50.7,70.0,232.5,,,,
1187,,0.116,-50.4,67.7,233.0,,,,
1188,,0.117,-50.1,65.5,233.4,,,,
1189,,0.118,-49.7,63.3,233.9,,,,
1190,,0.119,-49.3,61.1,234.3,,,,
1191,,0.12,-48.9,58.9,234.7,,,,
1192,,0.121,-48.5,56.8,235.0,,,,
1193,,0.122,-48.0,54.6,235.4,,,,
1194,,0.123,-47.5,52.5,235.7,,,,
1195,,0.124,-47.0,50.4,236.0,,,,
1196,,0.125,-46.5,48.3,236.3,,,,
1197,,0.126,-45.9,46.2,236.5,,,,
1198,,0.127,-45.3,44.2,236.7,,,,
1199,,0.128,-44.7,42.2,236.9,,,,
1200,,0.129,-44.1,40.1,237.1,,,,
1201,,0.13,-43.4,38.1,237.3,,,,
1202,,0.131,-42.7,36.1,237.4,,,,
1203,,0.132,-42.0,34.2,237.5,,,,
1204,,0.133,-41.3,32.2,237.6,,,,
1205,,0.134,-40.5,30.3,237.6,,,,
1206,,0.135,-39.7,28.4,237.7,,,,
1207,,0.136,-38.9,26.5,237.7,,,,
1208,,0.137,-38.0,24.6,237.6,,,,
1209,,0.138,-37.2,22.7,237.6,,,,
1210,,0.139,-36.3,20.9,237.5,,,,
1211,,0.14,-35.4,19.0,237.4,,,,
1212,,0.141,-34.4,17.2,237.3,,,,
1213,,0.142,-33.5,15.4,237.2,,,,
1214,,0.143,-32.5,13.7,237.0,,,,
1215,,0.144,-31.5,11.9,236.8,,,,
1216,,0.145,-30.5,10.2,236.6,,,,
1217,,0.146,-29.4,8.5,236.4,,,,
1218,,0.147,-28.4,6.9,236.1,,,,
1219,,0.148,-27.4,5.3,235.9,,,,
1220,,0.149,-26.3,3.7,235.6,,,,
1221,,0.15,-25.3,2.2,235.3,,,,
1222,,0.151,-24.3,0.8,235.0,,,,
1223,,0.152,-23.3,-0.6,234.7,,,,
1224,,0.153,-22.4,-1.9,234.4,,,,
1225,,0.154,-21.5,-3.1,234.1,,,,
1226,,0.155,-20.6,-4.2,233.9,,,,
1227,,0.156,-19.9,-5.2,233.6,,,,
1228,,0.157,,,,,,,
